WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Africa,Cardiac infections,50 to 54,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Salmonella Typhi,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,50 to 54,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Acinetobacter baumannii,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Escherichia coli,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Klebsiella pneumoniae,2000,1000,3000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Salmonella Typhi,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,55 to 59,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,490,0,0,0
Africa,Cardiac infections,60 to 64,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Klebsiella pneumoniae,2000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,980,490,980,0,0,490
Africa,Cardiac infections,60 to 64,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,60 to 64,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,168,0,168,0,0,0
Africa,Cardiac infections,60 to 64,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Enterococcus faecium,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Klebsiella pneumoniae,2000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Staphylococcus aureus,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,65 to 69,Streptococcus pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Pseudomonas aeruginosa,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,70 to 74,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Acinetobacter baumannii,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Escherichia coli,1000,1000,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Klebsiella pneumoniae,1000,1000,2000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Staphylococcus aureus,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,75 to 79,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Escherichia coli,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Klebsiella pneumoniae,1000,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,80 to 84,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Klebsiella pneumoniae,0,0,1000,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,85 to 89,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,90 to 94,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Acinetobacter baumannii,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Enterococcus faecium,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Escherichia coli,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Group A Streptococcus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Klebsiella pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Non-typhoidal Salmonella,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Pseudomonas aeruginosa,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Salmonella Typhi,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Staphylococcus aureus,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,Cardiac infections,95 plus,Streptococcus pneumoniae,0,0,0,0,0,0,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,EN,Escherichia coli,36000,19000,60000,9000,4000,16000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,EN,Haemophilus influenzae,9000,6000,15000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,EN,Klebsiella pneumoniae,48000,25000,83000,13000,7000,25000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,EN,Staphylococcus aureus,26000,15000,41000,6000,3000,10000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,EN,Streptococcus pneumoniae,54000,35000,81000,11000,6000,17000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,LN,Escherichia coli,36000,20000,60000,9000,5000,16000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,LN,Haemophilus influenzae,9000,6000,15000,2000,1000,4000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,LN,Klebsiella pneumoniae,49000,27000,82000,14000,7000,24000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,LN,Staphylococcus aureus,26000,16000,41000,6000,3000,10000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,LN,Streptococcus pneumoniae,55000,37000,79000,11000,6000,17000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,PN,Escherichia coli,314000,192000,502000,80000,47000,133000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,PN,Haemophilus influenzae,133866.255791977,86619.3419830442,207361.455050318,28873.1139943481,10499.3141797629,55121.3994437554,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,92618.7157260744,59929.7572345187,143468.206712939,19976.5857448396,7264.21299812348,38137.1182401483
Africa,CNS infections,PN,Klebsiella pneumoniae,417000,253000,652000,116000,61000,199000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,200073.125,121387.291666667,312824.166666667,55655.8333333333,29267.2916666667,95478.5416666667
Africa,CNS infections,PN,Staphylococcus aureus,141000,85000,221000,32000,17000,53000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,57986.25,34956.25,90886.25,13160,6991.25,21796.25
Africa,CNS infections,PN,Streptococcus pneumoniae,610190.053777646,418093.184995795,858786.001612984,121069.455114612,72641.6730687674,184025.571774211,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,328358.522689096,224986.395175862,462134.217117987,65150.5005335508,39090.3003201305,99028.7608109972
Africa,CNS infections,1 to 4,Escherichia coli,307000,178000,496000,79000,44000,132000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,1 to 4,Haemophilus influenzae,150005.219634016,87503.0447865091,234383.155678149,34376.1961661286,12500.4349695013,62502.1748475065,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,121504.227903553,70877.4662770724,189850.356099301,27844.7188945642,10125.3523252961,50626.7616264803
Africa,CNS infections,1 to 4,Klebsiella pneumoniae,412000,241000,667000,115000,59000,201000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,201880,118090,326830,56350,28910,98490
Africa,CNS infections,1 to 4,Staphylococcus aureus,140000,80000,227000,32000,16000,54000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,16113.4615384615,9207.69230769231,26126.8269230769,3683.07692307692,1841.53846153846,6215.19230769231
Africa,CNS infections,1 to 4,Streptococcus pneumoniae,633815.83001167,416211.485103031,939498.124049995,124345.339947793,69080.7444154408,198607.140194392,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,120943.030255592,79420.3550179774,179272.502613194,23727.2429929227,13181.8016627348,37897.6797803627
Africa,CNS infections,5 to 9,Escherichia coli,35000,21000,55000,9000,5000,15000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,5 to 9,Haemophilus influenzae,5000,4000,8000,1000,0,2000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,171.346153846154,137.076923076923,274.153846153846,34.2692307692308,0,68.5384615384615
Africa,CNS infections,5 to 9,Klebsiella pneumoniae,68000,42000,105000,19000,11000,32000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,640.769230769231,395.769230769231,989.423076923077,179.038461538462,103.653846153846,301.538461538462
Africa,CNS infections,5 to 9,Staphylococcus aureus,38000,24000,56000,8000,4000,13000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,5 to 9,Streptococcus pneumoniae,80000,57000,109000,16000,9000,24000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,10 to 14,Escherichia coli,25000,16000,36000,6000,4000,10000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,10 to 14,Haemophilus influenzae,4000,3000,5000,1000,0,1000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
Africa,CNS infections,10 to 14,Klebsiella pneumoniae,47000,31000,69000,13000,8000,21000,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034,0,0,0,0,0,0
